Payment Execution Date,Payment Modification Date and Time,Payment Creation Date and Time,Payment Authorisation Date and Time,Payment File Format/Channel,Ordering Bank (Swift Code or Local Bank Code),Ordering Account Number,Client Entity Name,Beneficiary Account Number,Beneficiary Name,Beneficiary Address,Beneficiary Bank (Swift Code or Local Bank Code),Beneficiary Country,Instruction/Payment Type,Payment Amount,Payment Currency,Remittance Advice,Connexis User ID (Maker),Connexis User ID (Authoriser),User Country Geo-Location,User last successful login date/time
2007-05-07 15:21:19,2014-07-02 06:48:57,2017-02-21 18:50:19,2003-04-13 23:46:09,flac,GB35HZOI37454273574295,30305061466691,Danny Gonzalez,676345796962,David Price,"99587 Theresa Loaf Suite 946
East Sheri, OH 93867",GB19RQGL26054688516147,Afghanistan,,5779.02611202679,"('LTL', 'Lithuanian litas')",,ysimmons,morgan53,Turks and Caicos Islands,1978-01-17 06:19:01
2011-09-13 11:41:31,2013-11-11 05:41:51,1977-04-10 08:17:51,1996-04-17 12:38:53,json,GB16ARGR20918043033566,30460962508750,Sara Nichols,503863216480,Donald Mitchell,"505 Leon Stravenue Suite 533
Jeffreyshire, CO 33226",GB08TNUE01943254084036,Saudi Arabia,,17634.982975734747,"('ARS', 'Argentine peso')",,samanthaschneider,cmcgrath,Tonga,1983-10-19 21:58:49
2001-08-31 06:58:26,1971-09-15 04:50:58,2006-03-05 05:05:44,2003-06-26 08:00:08,mp4,GB64QISG34772697550922,4659539440650,Scott Garrison,584922893758,John Rodriguez,"338 Mcdaniel Villages Apt. 150
Schroedershire, OR 87924",GB10QCHZ82351265640380,Pakistan,,50.11687505483264,"('CNY', 'Renminbi')",,olivia40,william98,Uganda,1990-06-26 22:32:07
2007-09-02 07:49:48,1980-03-25 20:07:02,1997-11-28 09:57:52,2006-01-17 00:34:03,wav,GB13TWJO32928646782489,4169642509584999,Brianna Campbell,4323317645143009,Brady Hart,"6574 William Springs Suite 790
New Wendy, AL 96344",GB80XRJK88641935595533,Montenegro,,4583.382622149587,"('CLP', 'Chilean peso')",,veronica26,pearsonapril,Malta,1976-04-10 05:34:50
1998-01-11 20:58:00,1971-04-21 07:10:36,1978-11-25 22:16:17,2000-09-03 21:18:35,flac,GB31SWCS26673278755582,213158620356674,Erika Mercer,4551297199389448234,Donald Hudson,"PSC 2993, Box 1446
APO AP 34807",GB98HVWO12160219426812,Greenland,,1595.8905462684477,"('WST', 'Samoan tālā')",,bhunt,vwolfe,United Kingdom,1978-07-29 11:28:22
1976-12-09 16:53:15,2006-05-26 16:36:22,1976-05-16 05:03:27,1985-06-04 12:34:19,flac,GB85ZAQR02098025797955,561105923842,Lydia Thompson,4687883794362977779,Sarah Conner,"51599 Jon Forks Apt. 953
North Brianborough, MI 06069",GB12KQSD72509926769591,Morocco,,6295.452480279516,"('CUC', 'Cuban convertible peso')",,hjackson,jessicabrown,Congo,1999-02-10 05:52:28
2016-03-08 03:50:04,1975-06-29 19:32:29,1974-07-14 23:14:33,1987-07-12 23:57:33,js,GB57EUHV77212258600632,4235217271196251619,Wendy Freeman,4939789381868670288,Troy Chavez,"834 Miller Extension Apt. 001
Michelleside, HI 61507",GB46JMGF37876963065836,Cocos (Keeling) Islands,,4859.210020036382,"('TOP', 'Tongan paʻanga')",,jasonbrown,bprice,Lesotho,1994-04-20 12:17:14
2000-10-03 21:35:26,1987-01-06 17:51:56,1975-08-30 23:42:43,1994-02-13 10:47:28,numbers,GB24JCJL06695415547443,213114386262523,Alexis Tyler,180078656302476,William Robles,"18099 Paul Extension
West Timothy, ME 55995",GB32TGCJ83089524652714,Spain,,11382.10092040354,"('IMP', 'Manx pound')",,jennifer70,bking,United Arab Emirates,2000-06-04 17:23:34
1972-09-17 02:48:59,2007-01-05 12:50:12,2019-03-12 00:46:54,2007-09-26 20:57:34,numbers,GB93SSNN08090195629346,567078800859,Katrina Garcia,4138449958422970,Robert Oliver,"227 Chapman Forest
North Calvin, NV 91657",GB95NKBO87063936685736,Namibia,,3932.6998825916426,"('ETB', 'Ethiopian birr')",,rebecca40,perkinsmatthew,Romania,2013-02-26 16:11:25
2001-04-22 18:40:05,1993-07-18 09:37:25,2011-09-28 20:03:53,1993-06-12 06:06:29,gif,GB50TDJW96787368745242,4690809041003857,Frank Dyer,30153384565637,Willie King,"4926 Mckinney Squares Suite 696
Rhodesshire, FL 20316",GB43ZFDA03421850765017,Myanmar,,6629.8349594771,"('LRD', 'Liberian dollar')",,bford,gilmoretony,Guinea-Bissau,2009-08-26 04:07:36
1976-08-13 03:26:42,1980-09-29 21:59:32,1975-07-05 09:45:21,1999-08-17 12:03:58,gif,GB55DMLE80204825960175,4551434316647078,Jonathan Pratt,2414670090879285,Brenda Nelson,"625 Dustin Parkways
Moralesberg, OK 27984",GB37YSZO99372979164685,Guernsey,,3854.93238335728,"('NPR', 'Nepalese rupee')",,sandraporter,luis35,Andorra,1970-02-01 19:41:00
1970-02-02 09:25:49,2015-09-15 08:37:06,2012-11-09 06:13:24,2014-06-19 10:45:08,ods,GB56XRZY18406283394114,501832209834,Barbara Taylor,569005872373,Cody Wilson,"249 Booth Trail
Deniseland, NE 78937",GB96FXCY74973649640090,Bahamas,,2084.2990730944125,"('LKR', 'Sri Lankan rupee')",,richardfrancis,rpatterson,Grenada,2019-10-05 21:12:25
1996-06-03 10:14:15,1987-02-12 05:31:59,2003-12-06 04:39:32,2018-04-01 20:15:11,mp3,GB56KVIM26493059451176,6516851426412045,Rachel Powell,6595320909075806,Tina Barker,"USS Nichols
FPO AE 05187",GB09UDYP25245430392590,Niue,,2596.6202912409285,"('SEK', 'Swedish krona')",,pnguyen,stacyobrien,Sao Tome and Principe,2004-01-21 13:51:35
2011-12-04 05:54:39,1970-06-29 23:09:05,1985-10-12 21:32:05,1991-01-27 06:41:55,flac,GB98AEWD90651839375207,3504827206415466,Sean Cuevas,379548094088417,Nicole Smith,"72104 Wang Locks
North Kayla, MT 89878",GB94UNPH51804148775481,Canada,,1798.6752168596306,"('PKR', 'Pakistani rupee')",,julia58,hmelendez,Tanzania,2002-12-23 22:09:56
1991-01-03 03:39:59,1985-08-31 02:16:51,1979-04-25 05:37:08,1993-06-12 00:33:06,csv,GB68TNID10895304978119,4653170284883433738,Wendy Simmons,4665259211280557,Laurie Gonzalez,"21835 Jessica Plains Suite 802
Cameronton, DE 45962",GB24GOWC15933118581050,Guatemala,,16647.515171705443,"('THB', 'Thai baht')",,morrismatthew,vickie37,Gabon,1982-08-27 03:51:52
2008-03-07 00:37:01,2010-11-09 06:17:12,2003-12-14 05:34:32,1977-04-23 11:37:32,json,GB04FMCC00122909259680,4895204726939927,Stephen Garrett,676329773656,Brenda Davis,"2896 Huynh Squares
Lake William, KY 53597",GB82IAEE15994415340193,Saint Pierre and Miquelon,,1038.295578574454,"('IMP', 'Manx pound')",,vlove,brandonjohnson,Belgium,2007-02-24 10:13:06
2013-07-11 05:15:20,1971-12-21 08:22:02,1978-12-10 15:38:57,1997-04-24 22:21:40,key,GB18FVEE53646272119427,4878371742676550,Caleb Wright,213108921020008,Deanna Gibbs,"91525 Danielle Crossing
East Tinahaven, NY 80582",GB05LPEN33875695004170,Comoros,,5684.183075764799,"('AOA', 'Angolan kwanza')",,hdelgado,johnsonlaura,Ireland,1990-04-25 16:03:54
2013-05-30 09:54:44,2017-11-18 09:38:59,1997-04-23 15:27:26,1981-06-11 00:35:54,avi,GB43SMSA71780743495372,6011508892966413,Gregory Hughes Jr.,4202757395486,Katrina Ray,"108 Roberts Run
West David, WA 22972",GB64ENSY76724454448434,Kuwait,,4635.328248138102,"('DJF', 'Djiboutian franc')",,williamstimothy,smoody,Canada,2001-10-07 21:27:27
2019-10-16 00:00:57,2007-07-31 20:29:54,2017-04-07 20:42:35,1998-03-26 16:41:59,avi,GB25MTKK97296327064607,502062062638,Ashley Singh,6539229414568412,Daniel Martin,"USS Martin
FPO AP 09930",GB04JKNP00776140494857,Congo,,1131.252374527938,"('HKD', 'Hong Kong dollar')",,hterry,mark54,Barbados,2007-12-10 12:27:23
1996-06-06 07:58:58,2013-04-24 05:41:32,2012-05-22 04:34:23,1976-12-23 21:52:11,css,GB12MAOR12480980753794,6529985185885846,Patricia Daugherty,4090380190688654,Nancy Phillips,"9122 Jackson Avenue Suite 752
East Chelseafort, OR 01342",GB53PFFN00624859118335,British Virgin Islands,,10035.518642689793,"('ARS', 'Argentine peso')",,xbrooks,imoran,Nigeria,2000-02-19 12:04:51
2018-09-08 08:04:23,2002-06-27 02:49:28,2019-03-27 18:26:00,2007-01-26 07:56:35,flac,GB50NVWJ78843859583909,30228896227320,Tristan Prince,213105005122387,Rebecca Brewer,"153 Gregory Trace
East Victor, AZ 29676",GB66DTQZ84955524295371,Saint Vincent and the Grenadines,,2654.3297172784337,"('SRD', 'Surinamese dollar')",,noahscott,richardsmatthew,Estonia,2018-10-30 11:07:40
1990-09-15 02:08:31,1972-02-11 13:01:07,2015-12-26 14:01:35,1985-11-30 12:05:24,avi,GB22LNXC40541311493719,4660358673950882,Justin Santos,6571043558849820,Kirsten Odonnell,"486 Amanda Passage Suite 690
Mezaborough, MN 52708",GB03CESM44929059455246,Haiti,,4594.8404616193,"('GIP', 'Gibraltar pound')",,marylowery,hardinkendra,Suriname,1987-03-17 16:19:51
1989-09-30 00:01:03,1990-01-26 10:10:41,1977-11-06 18:25:03,1990-01-02 13:27:11,avi,GB44WYHT96357256759637,30455406253286,Seth Lewis,4061751262479873064,Alex Hoffman,"21121 Lee Port
Port Michaelmouth, WA 58805",GB82XTWU75670293789558,New Caledonia,,2752.886070091671,"('TVD', 'Tuvaluan dollar')",,alexa71,msimon,Chile,2012-02-08 12:20:58
1987-07-07 21:10:52,1985-09-17 01:08:47,2007-07-27 07:10:26,2013-04-27 06:05:50,gif,GB14DJPY84046475065507,213167214902413,Jacob Shannon,4700782769559,Michelle Williams,"4006 Ashley Motorway Suite 378
Parkside, MT 40450",GB63LVQH03555088081569,Malaysia,,23.63565007815512,"('TVD', 'Tuvaluan dollar')",,gonzalezdavid,steven94,Syrian Arab Republic,1997-05-01 01:28:34
2001-01-26 00:08:15,1996-05-22 12:23:44,1982-10-16 07:49:23,1995-06-16 10:30:55,mp4,GB44OHII43318732339092,2470374691173740,Peter Snyder,2248618902687968,Jose Long,"Unit 7919 Box 4310
DPO AP 89474",GB78GHHK07749210737669,Burkina Faso,,10209.185284598992,"('PLN', 'Polish zloty')",,wallacesteven,vboyd,Uruguay,2018-10-04 09:54:32
2001-06-21 05:05:42,2003-04-11 21:07:07,2015-06-20 12:53:10,1977-07-27 23:18:41,wav,GB05PUBY72445231732745,6011366716654891,Justin Martin,4410882581496,Jerry Washington,"185 Joshua Squares
Hodgefurt, ME 82028",GB43TNCX83668156012162,Bahamas,,5189.646408350769,"('UZS', 'Uzbekistani soʻm')",,katkins,debbiewallace,South Georgia and the South Sandwich Islands,1976-11-14 10:33:18
1999-06-21 01:07:32,1976-08-04 23:59:49,2010-07-31 17:11:25,2009-02-20 05:30:22,gif,GB18EHKQ80525115886251,578784498607,Katherine Lee,347894953626387,Loretta Martin,"909 James Port
New Dustinchester, NH 67015",GB79VAVC26621378472149,Bolivia,,782.6047092970226,"('BGN', 'Bulgarian lev')",,gpowers,pburton,Nicaragua,1975-05-19 08:55:25
1993-01-01 19:06:58,2017-04-04 11:36:14,2003-09-09 23:10:52,1987-02-03 10:26:06,flac,GB85EQFG17334735833174,6011409618165218,Larry Bonilla,342564893300303,Kevin Walker,"677 Kellie Spurs
South Angelaport, AZ 79410",GB13YOIW21386311518333,Mali,,120.76856240348692,"('SYP', 'Syrian pound')",,jared56,stevenskimberly,Haiti,1979-11-01 05:22:04
1990-06-29 22:53:59,1983-02-19 23:49:25,2001-08-16 01:54:10,1984-03-14 03:58:26,bmp,GB55ZSDK32882710221896,2228402159441070,Zachary Flores,4730346238718,Alan Johnson,"1215 White Prairie Apt. 394
South Emily, MT 62912",GB79PCVS68677656568303,Eritrea,,3095.690387257434,"('TRY', 'Turkish lira')",,reyeslaura,mark06,Liechtenstein,1998-10-29 15:27:05
2007-05-06 07:29:21,1986-04-28 02:40:24,2005-11-26 17:59:19,2002-05-08 03:54:15,mp4,GB49AKPU46112782853441,379226935350359,Scott Mckinney,370769296915715,Charles Esparza,"64642 King Common Apt. 982
Lake Davidfort, PA 72283",GB85DDGM53606876502270,Togo,,100.98442606495712,"('BBD', 'Barbadian dollar')",,coffeybrandon,brayjason,Estonia,1995-04-30 16:38:30
2015-12-05 04:08:27,2017-06-11 07:52:55,2014-09-28 07:38:22,1992-02-07 03:33:28,jpg,GB30QSUI11553169890941,4555352007697942793,Heather Chandler,4759749811291420084,Ryan King,"018 Robert Plain
South Cheyenne, WA 13699",GB71WSBI57748314991782,Saint Lucia,,2516.8300222275243,"('SLL', 'Sierra Leonean leone')",,mchristian,eedwards,Andorra,1977-06-03 23:55:37
1985-03-26 05:50:26,2013-11-09 13:22:20,2011-12-01 01:52:18,1995-11-11 05:04:12,gif,GB03DUTH84497772798529,3575014323599217,Steven Thomas,30111071281256,Samuel Maynard,"765 Martin Mountain
North Jason, UT 28151",GB26OJNW59422330599717,Mongolia,,246.85122156619934,"('BYR', 'Belarusian ruble')",,rachelolsen,fsmith,Cambodia,2018-05-26 00:48:09
2005-05-24 17:12:49,1993-05-13 08:13:43,1978-11-15 16:26:28,1988-03-21 11:25:33,mp3,GB54XHNV46548287934165,4506573347228226969,George Ford,30290596626185,Denise Herrera,"Unit 2499 Box 8644
DPO AP 88816",GB65ZPOK98343879193352,India,,6185.515846963364,"('BRL', 'Brazilian real')",,kristenkim,dsweeney,Chad,1972-06-11 00:43:28
1973-10-17 05:02:04,1986-08-30 23:36:18,1971-04-29 13:26:51,2009-12-10 15:08:19,xls,GB86GBDA32961575817815,676289815885,Sarah Martin,30425440074519,William Willis,"2678 Amy Springs
Jonesburgh, NM 49287",GB71IUYK30210604267452,Japan,,3396.0434962898244,"('MRO', 'Mauritanian ouguiya')",,williamporter,karlharding,Iceland,1990-03-25 03:59:05
2001-07-28 14:39:13,2006-06-03 01:28:58,2018-12-13 00:45:00,1974-08-28 11:01:44,mov,GB13VSSY24738259188596,2548957737498127,Andrea Brewer,4772631775111,Sara Weaver,"PSC 4928, Box 4078
APO AP 08487",GB44GGRU23341648188088,El Salvador,,5886.896340156401,"('MGA', 'Malagasy ariar')",,mrobinson,jordanstephen,Lesotho,1981-04-22 19:26:41
2009-12-06 03:43:08,2000-09-15 15:57:00,2001-06-21 03:29:06,2019-08-01 04:24:09,jpg,GB83CUAR26215033498705,3571004137305020,Timothy Harrington,675978252004,Maria Sanford,"USS Johnson
FPO AP 65205",GB04UVKO97150179597838,Peru,,1051.3380379217235,"('KRW', 'Western Krahn language')",,thomas65,candacewilliams,Antigua and Barbuda,2014-12-15 13:02:35
2016-11-10 10:41:13,2015-07-03 16:19:42,1998-05-20 22:17:23,1987-02-03 01:11:10,docx,GB81HHMI35119611751187,060440617417,Brian Rodriguez,4546501281760215,Mr. Christopher Anderson,"868 Blair Creek Apt. 420
Shelbyberg, MS 08809",GB10ZSGJ95738449624604,Tokelau,,227.52296741757374,"('MKD', 'Macedonian denar')",,christinemarsh,tracey95,Hong Kong,1995-07-20 05:41:18
2020-04-03 11:26:35,1992-06-01 05:02:48,1988-12-24 19:21:25,1981-08-22 02:32:49,tiff,GB32QCEU29993240766850,060462652789,Mary Lopez,4679866107599,James Grant,"214 Cynthia Estate Suite 685
Lunastad, AZ 86657",GB84DZLE77177275591264,New Zealand,,1903.054161400506,"('CNY', 'Renminbi')",,david44,victoriajackson,Tajikistan,1992-07-27 05:49:03
2002-06-11 17:14:18,1979-05-25 20:56:02,1985-03-25 20:16:44,1999-08-17 20:11:27,csv,GB12PLVL69206037826311,4061706221397671725,Courtney Richards,572280849710,Kim Miller,"6451 Cynthia Overpass
Sandersbury, HI 55426",GB88CSFW54257071829499,Zimbabwe,,5580.493168700243,"('THB', 'Thai baht')",,matthewenglish,davewilliams,United States of America,2020-03-20 10:51:28
1997-05-26 13:10:22,2005-01-15 14:08:51,1986-12-08 20:57:22,2009-08-09 06:54:48,numbers,GB46UWKL53037648992014,378774531617110,Nicole White,6011601352937519,Logan Miller,"5788 Stephanie Stream Apt. 827
West Mary, NY 10148",GB80HWGB78926486618767,Finland,,3416.646839167417,"('MYR', 'Malaysian ringgit')",,rfarmer,manderson,Serbia,1990-05-23 20:30:27
1987-07-20 03:46:58,1973-11-23 02:30:08,1974-01-01 18:44:17,1977-08-02 15:51:25,csv,GB78FMHR69887995061628,3569868302298184,Joshua Gibbs,30052984246913,Elizabeth Meza,"733 Edward Gateway Apt. 095
East Cathyberg, KS 83880",GB15KIOE07905783188299,Iran,,1023.1480151520694,"('KPW', 'North Korean won')",,powersrebekah,ngomez,Iceland,1984-09-27 14:02:41
2015-01-25 02:17:48,2012-05-26 16:17:15,1977-08-03 01:17:12,2012-02-29 01:34:00,mp3,GB69MXYO03553242829361,375448990427898,Lisa Frey,4288459860397036,Christopher Carlson,"603 Michele Ranch Suite 555
South Jack, NC 59915",GB50DQHE41369730142516,Denmark,,2849.2838160245133,"('BGN', 'Bulgarian lev')",,amanda15,michael85,Palestinian Territory,2009-02-22 07:52:52
2010-03-05 11:51:10,1982-03-09 00:34:54,1991-10-30 20:34:13,2000-10-10 17:44:45,ods,GB24FKFT01233475692232,676188584616,Theodore Little,2671167543649272,Rebecca Rich,"72745 Scott Trail Apt. 189
Petershire, WV 41702",GB95EDQF25480779599990,Samoa,,8291.128613300009,"('MXN', 'Mexican peso')",,xavierjones,justinharris,Cambodia,1971-09-24 21:09:56
1995-10-30 07:16:26,2011-12-13 18:33:11,1988-08-12 04:21:48,1970-07-25 19:06:54,css,GB33PZPO24777150592740,4097226192555115,Tyler Cruz,676256387819,Lindsay Mcneil,"5913 Salazar Ferry
Lake Christina, IL 55647",GB46DMWE72022569461383,Slovakia (Slovak Republic),,5272.895380977795,"('AUD', 'Australian dollar')",,gabriel39,logan07,Martinique,1988-06-28 08:28:10
1986-01-29 21:27:36,1971-06-12 01:54:50,2002-08-17 22:36:26,1995-04-29 11:54:21,flac,GB47WRJU32507064521492,4438185631979957906,Kirsten Richardson,3585189948704315,Paul Ford,"39535 David Crossroad
Lake Autumnhaven, KY 47537",GB21FRYM10751092627845,Anguilla,,4263.879657139336,"('JOD', 'Jordanian dinar')",,murphytimothy,barberjohn,China,1979-05-03 21:41:13
2000-07-07 19:50:29,2016-07-15 23:02:46,1985-11-07 02:49:39,1971-12-20 08:47:13,mp3,GB05SIIX50918467300579,4725467655673835,Mr. Gregory Rhodes,676195673840,Luis Robinson,"94690 Kevin Plaza
Warrenfort, OK 35777",GB48YVDC37438788361383,Cyprus,,8628.26065730503,"('BMD', 'Bermudian dollar')",,alexharris,michael88,Samoa,1998-07-09 13:29:16
2008-06-12 15:41:32,1981-06-19 06:04:40,1991-12-14 15:52:24,2012-04-11 03:51:38,odp,GB47CDYL68724410661783,3510429310664865,Sean Hunt,4257138944007835271,Mr. Christopher Saunders,"2866 Jeffrey Point
East Aaronview, TX 03883",GB97RTGE76989642892691,Gabon,,5722.051932124427,"('COP', 'Colombian peso')",,smithtiffany,yjones,Northern Mariana Islands,2020-07-21 13:51:05
1977-07-16 14:05:37,2004-11-19 10:53:06,1981-11-11 17:10:55,1972-10-02 04:18:22,bmp,GB63BADZ03895351725444,3567243092809974,Vanessa Oliver,180012146715336,Michael Mitchell,"37033 Sherri Trail
Tannerfurt, CO 27501",GB55PCRZ68277229928003,Fiji,,1801.3848290600886,"('MGA', 'Malagasy ariar')",,david72,garciaian,Algeria,1994-09-20 02:08:10
1990-11-14 09:34:07,1993-10-13 03:51:04,1998-07-16 02:10:20,1974-01-04 01:22:51,mp4,GB91AWRJ18392199086122,4788065722617019,Michael Payne,5308373637722751,Patricia Avila,"93904 Scott Creek Suite 418
Davidbury, AL 92566",GB29VJRB22568898047291,New Zealand,,6101.536648065349,"('KES', 'Kenyan shilling')",,lisa41,hperez,Ethiopia,1981-10-24 23:44:37
1997-02-11 13:02:35,2008-08-19 04:54:08,2010-10-04 22:07:17,2011-03-09 17:18:57,html,GB02CZNR80011410524203,3526848030221197,Nicole Collins,30174768988328,Jonathan Rose,"906 Dawn Village
Allenmouth, AK 49885",GB83XDOA00851624336822,Malawi,,4819.659026160482,"('BYR', 'Belarusian ruble')",,jmosley,donaldowens,Armenia,1975-08-26 16:40:08
2004-11-15 13:28:23,1983-05-30 23:37:07,2020-08-15 00:30:25,1970-07-18 21:50:48,numbers,GB08JUJW90861272203264,6011082954044923,Richard Simmons,2694636071785719,Ashley Ortega,"66693 Carr Port Apt. 422
Vazquezland, TX 22957",GB49DIRB23103831827741,Reunion,,2589.096735755826,"('HRK', 'Croatian kuna')",,thomas20,obailey,Norfolk Island,1993-10-09 17:16:38
1985-12-19 10:48:33,1982-12-03 08:40:09,1971-02-22 23:11:04,1998-11-05 16:31:46,mp3,GB82IHMH03884248131842,180075449490733,Mr. Kevin Watkins,3528302120600322,Nancy Davis,"387 Lisa Dale Apt. 725
Millerview, UT 26308",GB18VFAC48872553464013,Palau,,8402.354323438789,"('LRD', 'Liberian dollar')",,woodsmary,katherine10,United States Minor Outlying Islands,1995-04-03 19:54:43
2006-04-10 05:50:40,1986-08-07 11:54:43,1976-07-11 20:51:34,1998-11-10 19:17:15,jpeg,GB36NYIN08603974006158,4904002421301578246,Robyn Hernandez,4920445299734950,Steve Guzman,"56531 Stephanie Prairie
Port Angelashire, CA 58647",GB34JDYM18575255453984,Bulgaria,,1152.060186911665,"('PLN', 'Polish zloty')",,jonathancasey,linda42,Panama,1978-12-13 17:20:50
1996-09-15 01:51:45,1983-12-31 13:47:38,2007-11-26 17:40:23,1970-04-28 08:19:48,pdf,GB12MSFO39997250573174,6503091858388216,Joshua King,2380235896977954,James Adams,"USNS Salas
FPO AA 89400",GB02UUDZ50456581530406,Cote d'Ivoire,,4769.577189044173,"('XAF', 'Central African CFA franc')",,michael42,raymondchristopher,Somalia,2000-04-28 12:42:01
2003-09-27 17:43:56,1989-06-03 02:59:34,1988-02-18 03:29:29,2005-11-06 12:20:37,docx,GB46JOPT99586217254317,180012107796101,Justin Johnson PhD,4845029904359340647,Benjamin King,"0315 Miller Canyon
South Jamesville, FL 34310",GB87NTKU42094187441976,Oman,,5610.938553218653,"('DKK', 'Danish krone')",,tammy75,baxterrichard,Trinidad and Tobago,2009-03-22 18:56:12
1989-07-13 11:49:09,1983-07-10 16:27:44,1989-09-11 12:26:45,1986-02-23 10:43:03,jpg,GB15RKHI65982726003045,573846067284,Tanya Mccullough MD,4770826698676,Hannah Burch,"253 Connie Walks Suite 954
Catherinestad, AR 08699",GB85EZXY28307280936270,Marshall Islands,,3805.264810910859,"('ISK', 'Icelandic króna')",,chavezcassandra,tvargas,Palau,1995-02-25 02:45:43
1986-08-22 11:33:53,1997-03-26 20:44:13,2007-11-03 03:06:15,1985-01-10 23:06:42,wav,GB48PKEF05316210553902,3521111958663006,Michael Shelton,3565753217102388,Michelle Peterson,"86980 Nelson Keys Suite 049
South Jenna, AL 52050",GB88GPNT88634113973535,Honduras,,2104.8100159383257,"('UYU', 'Uruguayan peso')",,hcombs,murphydavid,Slovakia (Slovak Republic),1996-04-18 22:58:55
2001-12-03 23:38:02,1983-03-07 17:40:22,2015-07-13 04:30:55,1996-10-05 20:14:26,png,GB97JQSL86435341273161,3567262737692769,Devin Wise,3598238218211843,Hector Kim,"63421 Lopez Union
West Mark, KY 39917",GB40OGVP73006338217657,Saint Helena,,5086.209337526685,"('THB', 'Thai baht')",,shannon42,richard97,Mayotte,2011-03-13 03:00:52
1990-11-18 11:00:11,2001-06-20 04:49:51,1991-11-14 11:37:35,1990-10-11 19:00:09,webm,GB61DULW47209131157708,30386127162045,Lori Morales,4283226683546,Michael Dennis,"6679 Sparks Skyway
East Billyland, IN 79289",GB78DBDC27761475599969,Tonga,,562.3612204356141,"('BZD', 'Belize dollar')",,jonesmark,brian78,Yemen,1993-10-14 00:27:09
1980-05-01 13:12:14,2012-09-20 02:38:52,2002-11-26 08:14:09,2016-03-09 20:41:20,xls,GB72CVOL15479179937237,213108538195003,Tracy Allen,3540822705821831,Aaron Robertson,"Unit 6701 Box 3927
DPO AA 10296",GB24LKKL74849206718615,New Zealand,,3032.0598538841923,"('GGP', 'Guernsey pound')",,justin99,smithchristina,United States Virgin Islands,1978-01-13 21:30:15
1987-03-26 21:06:06,1999-09-01 07:13:39,1983-09-24 02:27:21,2009-07-08 02:55:48,gif,GB34BMRH66461443915205,675951286177,Robert Walker,676141781861,Craig Klein,"5937 Kim Mountain Apt. 967
Kevintown, NC 28512",GB51SKUL52516501468867,Israel,,15481.525429120016,"('BDT', 'Bangladeshi taka')",,ricemegan,ashley06,Belarus,2018-04-10 08:49:49
2015-02-07 09:10:01,2011-07-26 23:54:36,2012-10-23 10:40:27,1982-12-15 20:41:36,odt,GB46HLRF95733129341002,4713828580922,Jill Cantrell,4253637698677694021,Michael Stewart,"Unit 7940 Box 8704
DPO AA 10002",GB85YOAV35171411242233,Guam,,11366.624911402932,"('GMD', 'Gambian dalasi')",,campbelljohn,coxstephanie,Kiribati,1977-09-07 17:04:14
1989-01-25 23:31:57,2013-09-09 20:59:44,2013-12-25 00:20:22,1999-08-21 11:29:42,wav,GB81XHXF22695911981161,4431304279916289,Penny Jackson,3504123346900702,Andrew Beltran,"8730 Smith Park Apt. 235
Lisatown, KY 40919",GB52XVZG43644722808634,Mongolia,,3992.701346003211,"('PHP', 'Philippine peso')",,samanthalarson,qhernandez,Slovenia,1988-03-19 04:56:45
1975-12-01 15:51:16,1990-09-22 13:49:49,1973-10-02 13:13:10,1992-10-23 17:18:58,xlsx,GB33JALA29754411685617,3581387831472305,Chelsea Cohen,6568020176800232,Desiree Oliver,"07605 Butler Fork Apt. 383
Charlesland, MD 40365",GB59GWIX32707892939140,Croatia,,2437.244371179375,"('BBD', 'Barbadian dollar')",,christopherdunn,coxralph,Lebanon,1970-11-30 05:00:07
2002-09-24 08:06:49,1988-06-29 01:48:09,1981-12-11 06:31:27,1971-08-27 02:13:38,jpeg,GB97KAZE92359942024020,6011810012469801,Virginia Becker,2642200898003468,John Owen,"9209 Wendy Cove
Annebury, NY 24716",GB75WLRT15436979593049,Spain,,2363.722439920132,"('BRL', 'Brazilian real')",,jessicaharrison,hcalderon,Vietnam,1990-06-26 00:20:30
1975-05-23 11:01:55,2007-03-31 00:58:29,1983-09-08 13:16:57,2016-03-05 20:10:51,js,GB23QWZH43465661240302,4835411850287,Mallory Lambert,4060605118067501220,Caroline Buchanan,"88604 Brian Gateway Suite 973
Lake Kimberly, OH 56364",GB02QKXY26588044535501,Heard Island and McDonald Islands,,833.4197303623504,"('UZS', 'Uzbekistani soʻm')",,porterkim,carolpena,Palau,1995-10-26 08:16:32
1987-12-05 07:10:07,2003-12-18 05:03:26,1988-03-24 15:58:04,2014-02-14 02:32:11,json,GB38EJYP57968307851155,6561363404981094,Douglas Griffin,4180727479763830340,Jennifer Cole,"2469 Mayo Roads Suite 661
West Dustin, ND 78066",GB34QZMA31792167325993,Finland,,292.1320115066921,"('CVE', 'Cape Verdean escudo')",,wgriffith,timothy74,Guinea,2011-02-26 15:37:46
1983-03-21 20:32:01,1975-10-20 10:37:18,1983-11-13 00:26:31,1997-11-19 00:19:46,css,GB28TALX44521691016980,676307207727,Jill Nguyen,378373046620618,William Butler,"803 Evans Inlet
Port Holly, NV 69497",GB09PFTP36941826506300,Pitcairn Islands,,5410.402927230577,"('VEF', 'Venezuelan bolívar')",,srobinson,oconnorjohn,Timor-Leste,1999-03-04 23:58:59
